context,answer,gold_question,gpt3_zero_shot,gpt3_zero_shot_bleu,gpt3_few_shot,gpt3_few_shot_bleu,llama2_zero_shot,llama2_zero_shot_bleu,llama2_few_shot,llama2_few_shot_bleu
"Continuing the style of the earlier buildings, various designers were responsible for the decoration, the terracotta embellishments were again the work of Godfrey Sykes, although sgraffito was used to decorate the east side of the building designed by F. W. Moody, a final embellishment were the wrought iron gates made as late as 1885 designed by Starkie Gardner, these lead to a passage through the building. Scott also designed the two Cast Courts 1870–73 to the southeast of the garden (the site of the ""Brompton Boilers""), these vast spaces have ceilings 70 feet (21 m) in height to accommodate the plaster casts of parts of famous buildings, including Trajan's Column (in two separate pieces). The final part of the museum designed by Scott was the Art Library and what is now the sculpture gallery on the south side of the garden, built 1877–83, the exterior mosaic panels in the parapet were designed by Reuben Townroe who also designed the plaster work in the library, Sir John Taylor designed the book shelves and cases, also this was the first part of the museum to have electric lighting. This completed the northern half of the site, creating a quadrangle with the garden at its centre, but left the museum without a proper façade. In 1890 the government launched a competition to design new buildings for the museum, with architect Alfred Waterhouse as one of the judges; this would give the museum a new imposing front entrance.",Art Library,Where is the sculpture gallery now located?,"What was the final part of the museum designed by Scott, which now houses the sculpture gallery on the south side of the garden?",0.235775137861656,What was the final part of the museum designed by Scott?,0.155726011955564,"What was the final part of the museum designed by Scott, built 1877–83, that included exterior mosaic panels in the parapet designed by Reuben Townroe and plaster work in the library, Sir John Taylor designed the book shelves and cases, and was the first part of the museum to have electric lighting?",0.03534060229447604,What was the final part of the museum designed by Scott?,0.155726011955564
"One of the great treasures in the library is the Codex Forster, some of Leonardo da Vinci's note books. The Codex consists of three parchment-bound manuscripts, Forster I, Forster II, and Forster III, quite small in size, dated between 1490 and 1505. Their contents include a large collection of sketches and references to the equestrian sculpture commissioned by the Duke of Milan Ludovico Sforza to commemorate his father Francesco Sforza. These were bequeathed with over 18,000 books to the museum in 1876 by John Forster. The Reverend Alexander Dyce was another benefactor of the library, leaving over 14,000 books to the museum in 1869. Amongst the books he collected are early editions in Greek and Latin of the poets and playwrights Aeschylus, Aristotle, Homer, Livy, Ovid, Pindar, Sophocles and Virgil. More recent authors include Giovanni Boccaccio, Dante, Racine, Rabelais and Molière.",Leonardo da Vinci,The Codex Forster is a collection of notebooks by which famous Italian Renaissance polymath?,"Who is the author of the Codex Forster, a collection of three parchment-bound manuscripts containing sketches and references to equestrian sculptures?",0.3141443417223937,Who is the author of the Codex Forster?,0.15322978843645063,Who is the artist responsible for the equestrian sculpture commissioned by the Duke of Milan Ludovico Sforza?,0.17385072314856315,"Sure, here are the questions based on the given context and answers:

1. What group did Paul VI address in New York in 1965?
2. What did Sander's study show in terms of black law students rankings?
3. What problems does linguistic anthropology bring linguistic methods to bear on?
4. Who is the author of the note books contained in the Codex Forster?",0.12337407781949876
"ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility. ABC News has premises a little further on West 66th Street, in a six-story building occupying a 196 feet (60 m) × 379 feet (116 m) plot at 121–135 West End Avenue. The block of West End Avenue housing the ABC News building was renamed Peter Jennings Way in 2006 in honor of the recently deceased longtime ABC News chief anchor and anchor of World News Tonight.",Times Square Studios,What studio does ABC own at 1500 Broadway in NYC?,What is the name of the facility where Good Morning America and Nightline are broadcast from?,0.10844069063601229,Where are Good Morning America and Nightline broadcast from?,0.08665815852041567,What is the name of the studio where Good Morning America and Nightline are broadcast from in Times Square?,0.1745272620181585,Where is Good Morning America and Nightline broadcast from?,0.09296871274628588
"In 1928, Tesla received his last patent, U.S. Patent 1,655,114, for a biplane capable of taking off vertically (VTOL aircraft) and then be ""gradually tilted through manipulation of the elevator devices"" in flight until it was flying like a conventional plane. Tesla thought the plane would sell for less than $1,000.:251 Although the aircraft was probably impractical, it may be the earliest known design for what became the tiltrotor/tilt-wing concept as well as the earliest proposal for the use of turbine engines in rotor aircraft.[improper synthesis?]",VTOL aircraft,"For what invention was U.S. Patent 1,655,114 granted?",What type of aircraft did Tesla receive his last patent for in 1928?,0.17659315021276642,What was Tesla's last patent for in 1928?,0.25293647290635335,What type of aircraft did Tesla patent in 1928 that could take off vertically and then transition to conventional flight?,0.16092907884159963,What type of aircraft did Tesla patent in 1928?,0.21803147390027852
"The National Art Library (also called Word and Image Department) at the Victoria and Albert Museum collection catalog used to be kept in different formats including printed exhibit catalogs, and card catalogs. A computer system called MODES cataloging system was used from the 1980s to the 1990s, but those electronic files were not available to the library users. All of the archival material at the National Art Library is using Encoded Archival Description (EAD). The Victoria and Albert Museum has a computer system but most of the items in the collection, unless those were newly accessioned into the collection, probably do not show up in the computer system. There is a feature on the Victoria and Albert Museum web-site called ""Search the Collections,"" but not everything is listed there.",Encoded Archival Description,What archival system is used for all material at the National Art Library?,What system is used for all of the archival material at the National Art Library?,0.8891498588686285,What system is used for all of the archival material at the National Art Library?,0.8891498588686285,What is the format used for cataloging archival material at the National Art Library?,0.726755076424176,"Sure! Here are the questions based on the given context and answers:

1. What group did Paul VI address in New York in 1965?
2. What did Sander's study show in terms of black law students' rankings?
3. What problems does linguistic anthropology bring linguistic methods to bear on?
4. What is the name of the computer system used by the Victoria and Albert Museum's National Art Library to catalog its collection?",0.11965335988354119
"The United Methodist Church (UMC) practices infant and adult baptism. Baptized Members are those who have been baptized as an infant or child, but who have not subsequently professed their own faith. These Baptized Members become Professing Members through confirmation and sometimes the profession of faith. Individuals who were not previously baptized are baptized as part of their profession of faith and thus become Professing Members in this manner. Individuals may also become a Professing Member through transfer from another Christian denomination.",transfer from another Christian denomination,Name one way in which a person can become a Professing Member?,How can individuals become Professing Members in the United Methodist Church if they were not previously baptized?,0.3135251473528506,How can individuals become Professing Members in the United Methodist Church if they were not previously baptized?,0.3135251473528506,How can an individual become a Professing Member of the United Methodist Church (UMC) if they were not previously baptized?,0.3100064197887858,How can an individual become a Professing Member of the United Methodist Church through transfer from another Christian denomination?,0.2806509768633279
"CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers purchase a package covering time on both the television and digital broadcasts of the game, meaning that for the first time, digital streams of the game would carry all national advertising in pattern with the television broadcast. This would be the final year in a multi-year contract with Anheuser-Busch InBev that allowed the beer manufacturer to air multiple advertisements during the game at a steep discount. It was also the final year that Doritos, a longtime sponsor of the game, held its ""Crash the Super Bowl"" contest that allowed viewers to create their own Doritos ads for a chance to have it aired during the game. Nintendo and The Pokémon Company also made their Super Bowl debut, promoting the 20th anniversary of the Pokémon video game and media franchise.",Anheuser-Busch InBev,What beverage company signed a contract allowing them to broadcast ads at a discount?,Which beer manufacturer was able to air multiple advertisements during the Super Bowl game at a steep discount in the final year of a multi-year contract with CBS?,0.25274782485063413,Which company had a multi-year contract that allowed them to air multiple advertisements during the Super Bowl at a steep discount?,0.4304350074125225,What company had a multi-year contract with CBS to air multiple advertisements during the Super Bowl at a steep discount?,0.41328434490610805,What company had a multi-year contract with CBS to air multiple advertisements during the Super Bowl at a steep discount?,0.41328434490610805
"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halftime show. On December 3, the league confirmed that the show would be headlined by the British rock group Coldplay. On January 7, 2016, Pepsi confirmed to the Associated Press that Beyoncé, who headlined the Super Bowl XLVII halftime show and collaborated with Coldplay on the single ""Hymn for the Weekend"", would be making an appearance. Bruno Mars, who headlined the Super Bowl XLVIII halftime show, and Mark Ronson also performed.",December 3,On what date did the NFL announce that Coldplay would headline the halftime show?,When was it confirmed that the halftime show would be headlined by Coldplay?,0.5914865257319757,When did the league confirm that Coldplay would headline the halftime show?,0.7119808006230918,What was the date when the league confirmed that Coldplay would headline the halftime show?,0.6869444396917107,What was the date that the league confirmed Coldplay would be headlining the halftime show?,0.6334542416834521
"The region is home to about 2.5 million insect species, tens of thousands of plants, and some 2,000 birds and mammals. To date, at least 40,000 plant species, 2,200 fishes, 1,294 birds, 427 mammals, 428 amphibians, and 378 reptiles have been scientifically classified in the region. One in five of all the bird species in the world live in the rainforests of the Amazon, and one in five of the fish species live in Amazonian rivers and streams. Scientists have described between 96,660 and 128,843 invertebrate species in Brazil alone.",one in five,What is the total make up of fish species living in the Amazon?,What proportion of all bird species in the world live in the rainforests of the Amazon?,0.4300156504084726,What proportion of the world's bird species live in the rainforests of the Amazon?,0.45941140164529787,What percentage of the world's bird species live in the rainforests of the Amazon?,0.46423591939919123,"Sure! Here's a question based on the context and answer:

Question: What percentage of bird species in the world live in the rainforests of the Amazon?

The answer, based on the context, is ""one in five,"" which means 20%.",0.1793936157180695
"In 1900, the Los Angeles Times defined southern California as including ""the seven counties of Los Angeles, San Bernardino, Orange, Riverside, San Diego, Ventura and Santa Barbara."" In 1999, the Times added a newer county—Imperial—to that list.",1999,In which year did the newspaper change its previous definition?,What year did the Los Angeles Times add Imperial County to the list of counties included in southern California?,0.20417221105330854,When did the Los Angeles Times add Imperial County to the list of counties in southern California?,0.16717628188957395,What year did the Los Angeles Times expand its definition of southern California to include Imperial County?,0.31625365245792325,"Sure, here are the questions based on the given context and answers:

1. What group did Paul VI address in New York in 1965?
2. What did Sander's study show in terms of black law students' rankings?
3. What problems does linguistic anthropology bring linguistic methods to bear on?
4. In what year did the Los Angeles Times add Imperial County to its list of southern California counties?",0.08443170947293165
"Luther wrote ""Ach Gott, vom Himmel sieh darein"" (""Oh God, look down from heaven""). ""Nun komm, der Heiden Heiland"" (Now come, Savior of the gentiles), based on Veni redemptor gentium, became the main hymn (Hauptlied) for Advent. He transformed A solus ortus cardine to ""Christum wir sollen loben schon"" (""We should now praise Christ"") and Veni Creator Spiritus to ""Komm, Gott Schöpfer, Heiliger Geist"" (""Come, Holy Spirit, Lord God""). He wrote two hymns on the Ten Commandments, ""Dies sind die heilgen Zehn Gebot"" and ""Mensch, willst du leben seliglich"". His ""Gelobet seist du, Jesu Christ"" (""Praise be to You, Jesus Christ"") became the main hymn for Christmas. He wrote for Pentecost ""Nun bitten wir den Heiligen Geist"", and adopted for Easter ""Christ ist erstanden"" (Christ is risen), based on Victimae paschali laudes. ""Mit Fried und Freud ich fahr dahin"", a paraphrase of Nunc dimittis, was intended for Purification, but became also a funeral hymn. He paraphrased the Te Deum as ""Herr Gott, dich loben wir"" with a simplified form of the melody. It became known as the German Te Deum.",two hymns,How many hymns did Luther write based on the Ten Commandments?,What did Luther write on the Ten Commandments?,0.6376669326596621,How many hymns did Luther write on the Ten Commandments?,0.8856508676546253,What are the two hymns that Luther wrote on the Ten Commandments?,0.62959465414626,"Sure, here are the questions based on the given context and answers:

1. What group did Paul VI address in New York in 1965?
2. What did Sander's study show in terms of black law students' rankings?
3. What problems does linguistic anthropology bring linguistic methods to bear on?
4. How many hymns did Luther write for the church year?",0.1475034197039546
"Stage 3 is the final stage of the bill and is considered at a meeting of the whole Parliament. This stage comprises two parts: consideration of amendments to the bill as a general debate, and a final vote on the bill. Opposition members can table ""wrecking amendments"" to the bill, designed to thwart further progress and take up parliamentary time, to cause the bill to fall without a final vote being taken. After a general debate on the final form of the bill, members proceed to vote at Decision Time on whether they agree to the general principles of the final bill.",Decision Time,When do members proceed to vote on whether they agree to the principles of the final bill?,What is the term used for the time when members of Parliament vote on whether they agree to the general principles of the final bill during Stage 3?,0.5088401077969916,What is the term used for the time when members of Parliament vote on whether they agree to the general principles of the final bill?,0.5694279488448698,What is the name of the stage in the legislative process where members vote on whether they agree to the general principles of the final bill?,0.5493909262720363,What is the name of the final stage of the bill in Parliament?,0.2962995777115303
"The ""West Side"" of Fresno, also often called ""Southwest Fresno"", is one of the oldest neighborhoods in the city. The neighborhood lies southwest of the 99 freeway (which divides it from Downtown Fresno), west of the 41 freeway and south of Nielsen Ave (or the newly constructed 180 Freeway), and extends to the city limits to the west and south. The neighborhood is traditionally considered to be the center of Fresno's African-American community. It is culturally diverse and also includes significant Mexican-American and Asian-American (principally Hmong or Laotian) populations.","""West Side""",Which neighborhood lies west of the 41 freeway?,What is another name for the neighborhood in Fresno that is traditionally considered the center of the city's African-American community?,0.18067173898637265,What is another name for the neighborhood of Southwest Fresno?,0.40805696514808576,What is the name of the neighborhood in Fresno that is known for its cultural diversity and is home to a significant African-American population?,0.17008345911905492,"Sure! Here are the questions based on the given context and answers:

1. What group did Paul VI address in New York in 1965?
2. What did Sander's study show in terms of black law students' rankings?
3. What problems does linguistic anthropology bring linguistic methods to bear on?
4. What is the name of the neighborhood in Fresno that is traditionally considered to be the center of the city's African-American community?",0.06422187219330013
"In June 1978, Arledge created the newsmagazine 20/20; after its first episode received harshly negative reviews, the program – which debuted as a summer series, before becoming a year-round program in 1979 – was immediately revamped to feature a mix of in-depth stories and interviews, with Hugh Downs appointed as its anchor (later paired alongside his former Today colleague Barbara Walters). In February 1979, ABC sold its recording division to MCA Inc. for $20 million; the label was discontinued by March 5 of that year, and all of its 300 employees were laid off (the rights to the works of ABC Records and all of MCA's other labels have since been acquired by Universal Music Group).",Barbara Walters,Which female anchor from Today joined Hugh Downs on 20/20?,Who was Hugh Downs' former Today colleague who was later paired with him as an anchor on 20/20?,0.3825877678215957,Who was Hugh Downs paired with as anchor on 20/20?,0.508316200380319,Who was Hugh Downs' co-anchor on 20/20?,0.41089849679857626,Who was appointed as the anchor of 20/20 alongside Hugh Downs?,0.4597975994948874
"This shift has already commenced in some countries; for instance, pharmacists in Australia receive remuneration from the Australian Government for conducting comprehensive Home Medicines Reviews. In Canada, pharmacists in certain provinces have limited prescribing rights (as in Alberta and British Columbia) or are remunerated by their provincial government for expanded services such as medications reviews (Medschecks in Ontario). In the United Kingdom, pharmacists who undertake additional training are obtaining prescribing rights and this is because of pharmacy education. They are also being paid for by the government for medicine use reviews. In Scotland the pharmacist can write prescriptions for Scottish registered patients of their regular medications, for the majority of drugs, except for controlled drugs, when the patient is unable to see their doctor, as could happen if they are away from home or the doctor is unavailable. In the United States, pharmaceutical care or clinical pharmacy has had an evolving influence on the practice of pharmacy. Moreover, the Doctor of Pharmacy (Pharm. D.) degree is now required before entering practice and some pharmacists now complete one or two years of residency or fellowship training following graduation. In addition, consultant pharmacists, who traditionally operated primarily in nursing homes are now expanding into direct consultation with patients, under the banner of ""senior care pharmacy.""",the Australian Government,Who pays Australian pharmacists for doing Home Medicines Reviews?,Who provides remuneration for conducting comprehensive Home Medicines Reviews in Australia?,0.4744433542569174,Who provides remuneration to pharmacists in Australia for conducting comprehensive Home Medicines Reviews?,0.5038930974411725,What government entity provides remuneration to pharmacists for conducting comprehensive Home Medicines Reviews in Australia?,0.4173559780442349,"Context: This shift has already commenced in some countries; for instance, pharmacists in Australia receive remuneration from the Australian Government for conducting comprehensive Home Medicines Reviews. In Canada, pharmacists in certain provinces have limited prescribing rights (as in Alberta and British Columbia) or are remunerated by their provincial government for expanded services such as medications reviews (Medschecks in Ontario). In the United Kingdom, pharmacists who undertake additional training are obtaining prescribing rights and this is because of pharmacy education. They are also being paid for by the government for medicine use reviews. In Scotland the pharmacist can write prescriptions for",0.07456900520931087
"The property of being prime (or not) is called primality. A simple but slow method of verifying the primality of a given number n is known as trial division. It consists of testing whether n is a multiple of any integer between 2 and . Algorithms much more efficient than trial division have been devised to test the primality of large numbers. These include the Miller–Rabin primality test, which is fast but has a small probability of error, and the AKS primality test, which always produces the correct answer in polynomial time but is too slow to be practical. Particularly fast methods are available for numbers of special forms, such as Mersenne numbers. As of January 2016[update], the largest known prime number has 22,338,618 decimal digits.",primality,What is the name of the property that designates a number as being prime or not?,What is the property of being prime (or not) called?,0.44347261442330976,What is the property of being prime called?,0.34421782221638664,What is the name of the property of a number that determines whether it is prime or composite?,0.638562347343296,What is the property of being prime (or not) called?,0.44347261442330976
"There are many forms of spiritual or religious teachers in Christianity, across all three major traditions - (Roman) Catholic, (Eastern) Orthodox Catholic, and Protestant/Non-Denominational, with a stronger tradition of spiritual formation in the more historic and authoritarian/hierarchical Christian traditions with a long tradition of ""discernment of spirits"", of vocations, and other aspects of spiritual life, especially the Roman and Orthodox Catholic Churches. These positions include: the honoured but informal position of starets or elder - a man (or, less often, woman), often a monastic, considered to be graced by God with certain gifts for the guidance of souls and the detection and correction of prelest (spiritual pride or deception) - who acts as a spiritual guide or father in the Orthodox Catholic tradition, especially Russian Orthodoxy (see Optina Monastery, which had a long line of said starets); the Priest or Confessor in Roman Catholicism, who is often a man in Holy Orders but may be a monastic or other person respected for his spiritual accomplishments or acumen (even the Pope of Rome has a Confessor, who is not always a bishop, and, due to the hierarchical structure of the Roman Church, can not be his equal in authority), which is often a semi-official to official position, as opposed to the unofficial positions of spiritual guides in the Orthodox Catholic and Protestant traditions; and the almost-exclusively informal arrangements (generally formal only in members who are under some form of church discipline) of mentorship (both of adults and children, in the latter case often a youth pastor) in the Protestant and Non-Denominational traditions, which boundaries can be blurred with the more typically Roman ""confessor"" position in some of the more historic and conservative Reformation Churches, such as some of the Lutheran and Anglican. In keeping with the individualistic nature of most Protestant denominations, the emphasis on being guided in spiritual development is small, with a heavy emphasis placed on heavy reading and personal, Spirit-enlightened interpretation of the Holy Bible.",not always,Is the Pope's confessor a Bishop?,Is spiritual guidance always a formal position in Christianity?,2.571177462361794e-78,Is the Pope of Rome's Confessor always a bishop?,0.5395650139952072,Is the position of spiritual guide or father in the Orthodox Catholic tradition always held by a person in Holy Orders?,0.09017256662051937,"Sure! Here's a question that can be answered by the answer ""not always"" based on the context:

Question: Is the position of spiritual guide or father in the Orthodox Catholic tradition always held by a person in Holy Orders?

Answer: Not always. The position of starets or elder, who acts as a spiritual guide or father in the Orthodox Catholic tradition, may be held by a monastic or other person respected for their spiritual accomplishments or acumen, and is not always a person in Holy Orders.",0.03185399360047098
"Starting in the late 1950s, American computer scientist Paul Baran developed the concept Distributed Adaptive Message Block Switching with the goal to provide a fault-tolerant, efficient routing method for telecommunication messages as part of a research program at the RAND Corporation, funded by the US Department of Defense. This concept contrasted and contradicted the theretofore established principles of pre-allocation of network bandwidth, largely fortified by the development of telecommunications in the Bell System. The new concept found little resonance among network implementers until the independent work of Donald Davies at the National Physical Laboratory (United Kingdom) (NPL) in the late 1960s. Davies is credited with coining the modern name packet switching and inspiring numerous packet switching networks in Europe in the decade following, including the incorporation of the concept in the early ARPANET in the United States.",Paul Baran developed the concept Distributed Adaptive Message Block Switching,What did Paul Baran develop ,Who developed the concept of Distributed Adaptive Message Block Switching?,0.13147014165943818,What concept did Paul Baran develop in the late 1950s?,0.4993048780636367,What was the name of the research program at the RAND Corporation that funded Paul Baran's development of the concept Distributed Adaptive Message Block Switching?,0.13025000340759346,What was the name of the concept developed by Paul Baran in the late 1950s?,0.28729185248935024
"A teacher's role may vary among cultures. Teachers may provide instruction in literacy and numeracy, craftsmanship or vocational training, the arts, religion, civics, community roles, or life skills.",cultures,What factor may make a teacher's role vary?,What may a teacher's role vary among?,0.668887188514278,Among what does a teacher's role vary?,0.594400588980917,What are some of the ways a teacher's role may vary among cultures?,0.43546619329728353,What is the role of a teacher in different cultures?,0.36938184272195157
"The original logo used for the First Doctor (and briefly for the Second Doctor) was reused in a slightly modified format for the 50th anniversary special ""The Day of the Doctor"" during the Eleventh Doctor's run. The logo used in the television movie featuring the Eighth Doctor was an updated version of the logo used for the Third Doctor. The logo from 1973–80 was used for the Third Doctor's final season and for the majority of the Fourth Doctor's tenure. The following logo, while most associated with the Fifth Doctor, was also used for the Fourth Doctor's final season. The logo used for the Ninth Doctor was slightly edited for the Tenth Doctor, but it retained the same general appearance. The logo used for the Eleventh Doctor had the ""DW"" TARDIS insignia placed to the right in 2012, but the same font remained, albeit with a slight edit to the texture every episode, with the texture relating to some aspect of the story. The logo for the Twelfth Doctor had the ""DW"" TARDIS insignia removed and the font was subtly altered, as well as made slightly larger. As of 2014, the logo used for the Third and Eighth Doctors is the primary logo used on all media and merchandise relating to past Doctors, and the current Doctor Who logo is used for all merchandise relating to the current Doctor.",the Eleventh Doctor,Which Doctor was the current Doctor during the 50th Anniversary special?,"Which Doctor had the ""DW"" TARDIS insignia placed to the right in 2012, with the same font but a slight edit to the texture every episode?",0.21626896659564243,"Which Doctor had the ""DW"" TARDIS insignia placed to the right in 2012?",0.33794598167318557,"What Doctor's logo had the ""DW"" TARDIS insignia placed to the right in 2012, with a slight edit to the texture every episode?",0.18495109802511753,"Sure! Here's a question that can be answered by the answer ""the Eleventh Doctor"" based on the context:

What was the Doctor Who logo used for the 50th anniversary special ""The Day of the Doctor""?",0.26613586610008977
"The first four Saturn I test flights were launched from LC-34, with only live first stages, carrying dummy upper stages filled with water. The first flight with a live S-IV was launched from LC-37. This was followed by five launches of boilerplate CSMs (designated AS-101 through AS-105) into orbit in 1964 and 1965. The last three of these further supported the Apollo program by also carrying Pegasus satellites, which verified the safety of the translunar environment by measuring the frequency and severity of micrometeorite impacts.",dummy upper stages filled with water,What did the initial first stages of the Saturn I tests carry?,What were the upper stages of the first four Saturn I test flights filled with?,0.5296977795766975,What did the first four Saturn I test flights carry in place of live upper stages?,0.571676455469904,What was the purpose of the dummy upper stages filled with water during the first four Saturn I test flights?,0.3842275129729446,What were the first four Saturn I test flights launched with?,0.4955094272523052
"Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Sanders was his top receiver with six receptions for 83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five solo), 2½ sacks, and two forced fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an interception. McManus made all four of his field goals, making him perfect on all 11 attempts during the post-season. Newton completed 18 of 41 passes for 265 yards, with one interception. He was also the team's leading rusher with 45 yards on six carries. Brown caught four passes for 80 yards, while Ginn had four receptions for 74. Ealy was the top defensive performer for Carolina with four total tackles, three sacks, a forced fumble, a fumble recovery, and an interception. Defensive End Charles Johnson had four total tackles, a sack, and a forced fumble. Linebacker Luke Kuechly had 11 total tackles, while Thomas Davis had seven, despite playing just two weeks after breaking his right arm in the NFC title game.",Thomas Davis,Which player played even though he broke his arm two weeks prior to the Super Bowl?,Who had seven total tackles despite playing just two weeks after breaking his right arm in the NFC title game?,0.33950959295863603,Who had seven total tackles in the game despite playing just two weeks after breaking his right arm in the NFC title game?,0.31529304412497816,Who had seven total tackles for the Carolina Panthers despite playing with a broken right arm?,0.3056069412394468,Who had seven total tackles despite playing with a broken right arm?,0.26202411837311584
"The following four timelines show the geologic time scale. The first shows the entire time from the formation of the Earth to the present, but this compresses the most recent eon. Therefore, the second scale shows the most recent eon with an expanded scale. The second scale compresses the most recent era, so the most recent era is expanded in the third scale. Since the Quaternary is a very short period with short epochs, it is further expanded in the fourth scale. The second, third, and fourth timelines are therefore each subsections of their preceding timeline as indicated by asterisks. The Holocene (the latest epoch) is too small to be shown clearly on the third timeline on the right, another reason for expanding the fourth scale. The Pleistocene (P) epoch. Q stands for the Quaternary period.",the Quaternary period,The Pleistocene epoch takes place during which period?,What period does Q stand for in the geologic time scale?,0.22003841696043522,What period is further expanded in the fourth timeline of the geologic time scale?,0.16361211945590315,What is the name of the period that includes the Holocene and Pleistocene epochs?,0.35722917209926497,"Sure! Here's a question that can be answered by the answer based on the context:

Question: What is the name of the period that is expanded in the fourth timeline?

Answer: The Quaternary period.",0.07491754656031688
"Prior to European settlement, the area now constituting Victoria was inhabited by a large number of Aboriginal peoples, collectively known as the Koori. With Great Britain having claimed the entire Australian continent east of the 135th meridian east in 1788, Victoria was included in the wider colony of New South Wales. The first settlement in the area occurred in 1803 at Sullivan Bay, and much of what is now Victoria was included in the Port Phillip District in 1836, an administrative division of New South Wales. Victoria was officially created a separate colony in 1851, and achieved self-government in 1855. The Victorian gold rush in the 1850s and 1860s significantly increased both the population and wealth of the colony, and by the Federation of Australia in 1901, Melbourne had become the largest city and leading financial centre in Australasia. Melbourne also served as capital of Australia until the construction of Canberra in 1927, with the Federal Parliament meeting in Melbourne's Parliament House and all principal offices of the federal government being based in Melbourne.",Koori,What is the term for the original Aboriginal people of Victoria?,What were the Aboriginal peoples collectively known as in the area now constituting Victoria prior to European settlement?,0.33933257060908756,What were the Aboriginal peoples collectively known as in the area now constituting Victoria?,0.43268864098039755,What was the name of the Aboriginal peoples who inhabited the area now constituting Victoria prior to European settlement?,0.3642466858349954,What was the name of the Aboriginal peoples who inhabited the area now constituting Victoria prior to European settlement?,0.3642466858349954
"Kenya won several medals during the Beijing Olympics, six gold, four silver and four bronze, making it Africa's most successful nation in the 2008 Olympics. New athletes gained attention, such as Pamela Jelimo, the women's 800m gold medalist who went ahead to win the IAAF Golden League jackpot, and Samuel Wanjiru who won the men's marathon. Retired Olympic and Commonwealth Games champion Kipchoge Keino helped usher in Kenya's ongoing distance dynasty in the 1970s and was followed by Commonwealth Champion Henry Rono's spectacular string of world record performances. Lately, there has been controversy in Kenyan athletics circles, with the defection of a number of Kenyan athletes to represent other countries, chiefly Bahrain and Qatar. The Kenyan Ministry of Sports has tried to stop the defections, but they have continued anyway, with Bernard Lagat the latest, choosing to represent the United States. Most of these defections occur because of economic or financial factors. Some elite Kenyan runners who cannot qualify for their country's strong national team find it easier to qualify by running for other countries.[citation needed]",economic or financial factors,Why do these defections occur?,What are some of the main reasons why elite Kenyan runners choose to defect and represent other countries in international competitions?,0.12259795063211193,What are the main reasons behind the defection of Kenyan athletes to represent other countries?,0.1805545547522009,What is the primary reason why some elite Kenyan runners choose to represent other countries instead of their own?,0.05914703025274007,What are the reasons behind the defections of Kenyan athletes to represent other countries?,0.20085654109208173
"By far the most famous work of Norman art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first Earl of Kent, employing natives from Kent who were learned in the Nordic traditions imported in the previous half century by the Danish Vikings.",Odo,Who commissioned the Tapestry?,Who commissioned the Bayeux Tapestry?,0.7801766709943855,Who commissioned the Bayeux Tapestry?,0.7801766709943855,Who commissioned the Bayeux Tapestry?,0.7801766709943855,Who commissioned the Bayeux Tapestry?,0.7801766709943855
"Other forms of plague have been implicated by modern scientists. The modern bubonic plague has a mortality rate of 30–75% and symptoms including fever of 38–41 °C (100–106 °F), headaches, painful aching joints, nausea and vomiting, and a general feeling of malaise. Left untreated, of those that contract the bubonic plague, 80 percent die within eight days. Pneumonic plague has a mortality rate of 90 to 95 percent. Symptoms include fever, cough, and blood-tinged sputum. As the disease progresses, sputum becomes free flowing and bright red. Septicemic plague is the least common of the three forms, with a mortality rate near 100%. Symptoms are high fevers and purple skin patches (purpura due to disseminated intravascular coagulation). In cases of pneumonic and particularly septicemic plague, the progress of the disease is so rapid that there would often be no time for the development of the enlarged lymph nodes that were noted as buboes.",80 percent,What percent of untreated victims of the plague die within 8 days?,What percentage of people who contract the bubonic plague die within eight days if left untreated?,0.497869756112644,What percentage of those who contract the bubonic plague die within eight days if left untreated?,0.5147416278470779,What is the mortality rate of untreated bubonic plague within eight days?,0.5635594625377326,What percentage of people who contract the bubonic plague die within eight days if left untreated?,0.497869756112644
